thresholds,fpr,tpr,fnr
0.34422055949595615,0.1417071197411003,0.7051396505547762,0.29486034944522377
0.33740195499119696,0.14235436893203884,0.7051396505547762,0.29486034944522377
0.3299858468953981,0.14255663430420712,0.7051396505547762,0.29486034944522377
0.32698037487425957,0.14259708737864077,0.7051396505547762,0.29486034944522377
0.32670155191643785,0.14271844660194175,0.7051396505547762,0.29486034944522377
0.32570068295159255,0.21009400215673305,0.789905997843267,0.21009400215673302
0.32477255546151507,0.2725728155339806,0.8685116694299196,0.13148833057008036
0.32036151488882003,0.2726132686084142,0.8685116694299196,0.13148833057008036
0.3173179261412632,0.2728155339805825,0.8685116694299196,0.13148833057008036
0.3165023983374494,0.2764967637540453,0.8713174340007652,0.12868256599923478
0.31471770912390795,0.276537216828479,0.8713174340007652,0.12868256599923478
0.31251576886803956,0.276537216828479,0.8714449687539855,0.12855503124601453
0.30826252948557853,0.3300970873786408,0.8891722994516006,0.11082770054839941
0.30306406807612984,0.3301779935275081,0.8891722994516006,0.11082770054839941
0.2874173171247856,0.3302184466019418,0.8891722994516006,0.11082770054839941
0.2672966101739478,0.33038025889967637,0.8891722994516006,0.11082770054839941
0.25936396792102334,0.33046116504854367,0.8905751817370233,0.10942481826297668
0.25356638497711637,0.33046116504854367,0.8907027164902436,0.10929728350975643
0.2437179577275808,0.3307847896440129,0.8907027164902436,0.10929728350975643
0.2362616922746086,0.33098705501618125,0.8917229945160057,0.10827700548399433
0.2308210765721553,0.33098705501618125,0.8918505292692258,0.10814947073077419
0.21934643680566318,0.3313106796116505,0.8918505292692258,0.10814947073077419
0.20845701874780692,0.358373786407767,0.9204183139905624,0.0795816860094376
0.20440967659107073,0.35841423948220064,0.9204183139905624,0.0795816860094376
0.19402215104977033,0.3585760517799353,0.9204183139905624,0.0795816860094376
0.18324373910971947,0.4481391585760518,0.9543425583471496,0.04565744165285035
0.17241248847019255,0.4481796116504854,0.9544700931003699,0.0455299068996301
0.1579971042320684,0.4482200647249191,0.9545976278535901,0.04540237214640985
0.1529009935548119,0.4483414239482201,0.9545976278535901,0.04540237214640985
0.1514975244343795,0.4483818770226537,0.9545976278535901,0.04540237214640985
0.1470359720256088,0.4484223300970874,0.9551077668664711,0.04489223313352886
0.14252541661481988,0.4486650485436893,0.9557454406325724,0.044254559367427615
0.14131168299320807,0.44919093851132685,0.9558729753857926,0.044127024614207366
0.14067538138080457,0.44923139158576053,0.9558729753857926,0.044127024614207366
0.1387812336604813,0.44923139158576053,0.9560005101390129,0.04399948986098712
0.13674517288841115,0.47212783171521033,0.95957148322918,0.040428516770820044
0.13551091640564694,0.472168284789644,0.95957148322918,0.040428516770820044
0.13422850348078852,0.4728559870550162,0.95957148322918,0.040428516770820044
0.13307675280110598,0.4729368932038835,0.95957148322918,0.040428516770820044
0.1290100403959403,0.4730177993527508,0.95957148322918,0.040428516770820044
0.12379441176457114,0.4732200647249191,0.95957148322918,0.040428516770820044
0.12093466607860262,0.4993527508090615,0.9637801300854483,0.03621986991455173
0.11888221514181804,0.49967637540453075,0.9637801300854483,0.03621986991455173
0.11534721438983703,0.4997168284789644,0.9637801300854483,0.03621986991455173
0.10991648608375773,0.6737864077669903,0.9809973217701824,0.019002678229817604
0.1066687803483114,0.8963592233009708,0.9956638183905114,0.004336181609488565
0.10572453591740544,0.9086569579288026,0.9960464226501722,0.003953577349827819
0.0,1.0,1.0,0.0
